id,asunto,cuerpo,es_spam
332,Confirmación de tu pedido,"Por favor, revisa la actualización de nuestra política de privacidad...",0
333,Información importante sobre tu seguro,"Por favor, revisa la actualización de nuestra política de privacidad...",0
334,Confirmación de tu pedido,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
335,Invitación a evento,"Por favor, revisa la actualización de nuestra política de privacidad...",0
336,Reunión de trabajo,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
337,Informe semanal de desempeño,"Por favor, revisa la actualización de nuestra política de privacidad...",0
338,Consulta de seguimiento,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
339,Confirmación de tu pedido,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
340,Invitación a evento,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
341,Detalles de tu reserva,Aquí tienes el informe semanal de desempeño del equipo...,0
342,Consulta de seguimiento,Te recordamos que tienes una cita médica programada para el martes...,0
343,Invitación a evento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
344,Resumen de cuenta mensual,Aquí tienes el informe semanal de desempeño del equipo...,0
345,Consulta de seguimiento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
346,Confirmación de tu pedido,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
347,Resumen de cuenta mensual,Aquí tienes el informe semanal de desempeño del equipo...,0
348,Informe semanal de desempeño,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
349,Actualización de política de privacidad,"Por favor, revisa la actualización de nuestra política de privacidad...",0
350,Reunión de trabajo,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
351,Información importante sobre tu seguro,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
352,Consulta de seguimiento,Estás invitado a nuestro evento de networking el próximo viernes...,0
353,Informe semanal de desempeño,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
354,Detalles de tu reserva,Aquí tienes el informe semanal de desempeño del equipo...,0
355,Invitación a evento,Aquí tienes el informe semanal de desempeño del equipo...,0
356,Detalles de tu reserva,Aquí tienes el informe semanal de desempeño del equipo...,0
357,Resumen de cuenta mensual,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
358,Confirmación de tu pedido,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
359,Invitación a evento,Estás invitado a nuestro evento de networking el próximo viernes...,0
360,Reunión de trabajo,Estás invitado a nuestro evento de networking el próximo viernes...,0
361,Informe semanal de desempeño,"Hola, te confirmo que la reunión será el próximo lunes...",0
362,Consulta de seguimiento,"Hola, te confirmo que la reunión será el próximo lunes...",0
363,Invitación a evento,"Por favor, revisa la actualización de nuestra política de privacidad...",0
364,Invitación a evento,"Por favor, revisa la actualización de nuestra política de privacidad...",0
365,Invitación a evento,"Por favor, revisa la actualización de nuestra política de privacidad...",0
366,Invitación a evento,"Hola, te confirmo que la reunión será el próximo lunes...",0
367,Detalles de tu reserva,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
368,Resumen de cuenta mensual,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
369,Consulta de seguimiento,Aquí tienes el informe semanal de desempeño del equipo...,0
370,Consulta de seguimiento,"Hola, te confirmo que la reunión será el próximo lunes...",0
371,Informe semanal de desempeño,Estás invitado a nuestro evento de networking el próximo viernes...,0
372,Detalles de tu reserva,Te recordamos que tienes una cita médica programada para el martes...,0
373,Invitación a evento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
374,Resumen de cuenta mensual,Estos son los detalles de tu reserva para el evento del sábado...,0
375,Detalles de tu reserva,Estás invitado a nuestro evento de networking el próximo viernes...,0
376,Confirmación de tu pedido,"Por favor, revisa la actualización de nuestra política de privacidad...",0
377,Informe semanal de desempeño,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
378,Reunión de trabajo,"Hola, te confirmo que la reunión será el próximo lunes...",0
379,Reunión de trabajo,Te recordamos que tienes una cita médica programada para el martes...,0
380,Detalles de tu reserva,Estos son los detalles de tu reserva para el evento del sábado...,0
381,Invitación a evento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
382,Confirmación de tu pedido,Estás invitado a nuestro evento de networking el próximo viernes...,0
383,Información importante sobre tu seguro,Te recordamos que tienes una cita médica programada para el martes...,0
384,Resumen de cuenta mensual,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
385,Invitación a evento,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
386,Informe semanal de desempeño,Estás invitado a nuestro evento de networking el próximo viernes...,0
387,Información importante sobre tu seguro,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
388,Confirmación de tu pedido,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
389,Invitación a evento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
390,Consulta de seguimiento,Te recordamos que tienes una cita médica programada para el martes...,0
391,Resumen de cuenta mensual,"Hola, te confirmo que la reunión será el próximo lunes...",0
392,Informe semanal de desempeño,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
393,Resumen de cuenta mensual,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
394,Informe semanal de desempeño,Estás invitado a nuestro evento de networking el próximo viernes...,0
395,Reunión de trabajo,Estás invitado a nuestro evento de networking el próximo viernes...,0
396,Confirmación de tu pedido,Aquí tienes el informe semanal de desempeño del equipo...,0
397,Actualización de política de privacidad,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
398,Consulta de seguimiento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
399,Informe semanal de desempeño,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
400,Resumen de cuenta mensual,"Por favor, revisa la actualización de nuestra política de privacidad...",0
401,Detalles de tu reserva,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
402,Confirmación de tu pedido,Estos son los detalles de tu reserva para el evento del sábado...,0
403,Consulta de seguimiento,Te recordamos que tienes una cita médica programada para el martes...,0
404,Confirmación de tu pedido,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
405,Detalles de tu reserva,Estos son los detalles de tu reserva para el evento del sábado...,0
406,Información importante sobre tu seguro,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
407,Reunión de trabajo,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
408,Invitación a evento,Te recordamos que tienes una cita médica programada para el martes...,0
409,Resumen de cuenta mensual,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
410,Resumen de cuenta mensual,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
411,Detalles de tu reserva,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
412,Informe semanal de desempeño,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
413,Confirmación de tu pedido,Estás invitado a nuestro evento de networking el próximo viernes...,0
414,Información importante sobre tu seguro,Estos son los detalles de tu reserva para el evento del sábado...,0
415,Consulta de seguimiento,Aquí tienes el informe semanal de desempeño del equipo...,0
416,Informe semanal de desempeño,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
417,Invitación a evento,Estás invitado a nuestro evento de networking el próximo viernes...,0
418,Resumen de cuenta mensual,Te recordamos que tienes una cita médica programada para el martes...,0
419,Información importante sobre tu seguro,Estás invitado a nuestro evento de networking el próximo viernes...,0
420,Recordatorio de cita médica,Te recordamos que tienes una cita médica programada para el martes...,0
421,Confirmación de tu pedido,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
422,Actualización de política de privacidad,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
423,Invitación a evento,Adjunto encontrarás la consulta de seguimiento que solicitaste...,0
424,Consulta de seguimiento,Aquí tienes el informe semanal de desempeño del equipo...,0
425,Resumen de cuenta mensual,"Por favor, revisa la actualización de nuestra política de privacidad...",0
426,Información importante sobre tu seguro,"Por favor, revisa la actualización de nuestra política de privacidad...",0
427,Resumen de cuenta mensual,Aquí tienes el informe semanal de desempeño del equipo...,0
428,Recordatorio de cita médica,Te recordamos que tienes una cita médica programada para el martes...,0
429,Reunión de trabajo,"Hola, te confirmo que la reunión será el próximo lunes...",0
430,Detalles de tu reserva,Estás invitado a nuestro evento de networking el próximo viernes...,0
431,Consulta de seguimiento,Estás invitado a nuestro evento de networking el próximo viernes...,0
432,Consulta de seguimiento,"Estimado cliente, revisa la nueva póliza de seguro que hemos actualizado...",0
433,Recordatorio de cita médica,Estos son los detalles de tu reserva para el evento del sábado...,0
434,Consulta de seguimiento,"A continuación, te enviamos el resumen de tu cuenta mensual...",0
435,Confirmación de tu pedido,"Hola, te confirmo que la reunión será el próximo lunes...",0
436,Información importante sobre tu seguro,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
437,Invitación a evento,Aquí tienes el informe semanal de desempeño del equipo...,0
438,Consulta de seguimiento,Gracias por tu compra. Tu pedido será enviado en las próximas 48 horas.,0
439,Información importante sobre tu seguro,Aquí tienes el informe semanal de desempeño del equipo...,0
